"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VC","Visteon Corporation","68.08","$2.32B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/vc",
"VSI","Vitamin Shoppe, Inc","31.88","$773.7M","2009","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/vsi",
"VSLR","Vivint Solar, Inc.","3.07","$329.04M","2014","Capital Goods","Building Products","http://www.nasdaq.com/symbol/vslr",
"VMW","Vmware, Inc.","72.46","$30.74B","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vmw",
"VOC","VOC Energy Trust","3.52","$59.84M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/voc",
"VCRA","Vocera Communications, Inc.","13.24","$350.89M","2012","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vcra",
"VG","Vonage Holdings Corp.","5.74","$1.23B","2006","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vg",
"VNO","Vornado Realty Trust","104.75","$19.77B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vno",
"VNO^G","Vornado Realty Trust","25.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^g",
"VNO^I","Vornado Realty Trust","25.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^i",
"VNO^J","Vornado Realty Trust","26.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^j",
"VNO^K","Vornado Realty Trust","25.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^k",
"VNO^L","Vornado Realty Trust","25.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^l",
"VJET","voxeljet AG","4.26","$79.24M","2013","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vjet",
"IAE","Voya Asia Pacific High Dividend Equity Income Fund","8.99","$113.73M","2007","n/a","n/a","http://www.nasdaq.com/symbol/iae",
"IHD","Voya Emerging Markets High Income Dividend Equity Fund","7.61","$148.7M","2011","n/a","n/a","http://www.nasdaq.com/symbol/ihd",
"VOYA","Voya Financial, Inc.","25.61","$5.22B","2013","Finance","Life Insurance","http://www.nasdaq.com/symbol/voya",
"IGA","Voya Global Advantage and Premium Opportunity Fund","9.76","$179.13M","2005","n/a","n/a","http://www.nasdaq.com/symbol/iga",
"IGD","Voya Global Equity Dividend and Premium Opportunity Fund","7.1","$692.6M","2005","n/a","n/a","http://www.nasdaq.com/symbol/igd",
"IDE","Voya Infrastructure, Industrials and Materials Fund","12.26","$242.81M","2010","n/a","n/a","http://www.nasdaq.com/symbol/ide",
"IID","Voya International High Dividend Equity Income Fund","7.4","$62.2M","2007","n/a","n/a","http://www.nasdaq.com/symbol/iid",
"IRR","Voya Natural Resources Equity Income Fund","6.14","$139.78M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/irr",
"PPR","Voya Prime Rate Trust","5.19","$767.02M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ppr",
"VTTI","VTTI Energy Partners LP","19.49","$784.47M","2014","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/vtti",
"VMC","Vulcan Materials Company","125.12","$16.66B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/vmc",
"WTI","W&T Offshore, Inc.","2.08","$159.14M","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wti",
"WPC","W.P. Carey Inc.","71.6","$7.51B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wpc",
"WRB","W.R. Berkley Corporation","58.47","$7.17B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/wrb",
"WRB^B","W.R. Berkley Corporation","26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wrb^b",
"WRB^C","W.R. Berkley Corporation","26.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wrb^c",
"WRB^D","W.R. Berkley Corporation","25.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wrb^d",
"GRA","W.R. Grace & Co.","75.64","$5.33B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gra",
"GWW","W.W. Grainger, Inc.","218.3","$13.39B","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/gww",
"WNC","Wabash National Corporation","12.84","$832.43M","1991","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/wnc",
"WBC","Wabco Holdings Inc.","97.34","$5.43B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/wbc",
"WDR","Waddell & Reed Financial, Inc.","18.65","$1.52B","1998","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wdr",
"WAGE","WageWorks, Inc.","62.13","$2.25B","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wage",
"WD","Walker & Dunlop, Inc.","24.65","$760.92M","2010","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wd",
"WMT","Wal-Mart Stores, Inc.","73.75","$229.85B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/wmt",
"DIS","Walt Disney Company (The)","97.39","$158.01B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dis",
"WAC","Walter Investment Management Corp.","2.79","$99.72M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wac",
"WRE","Washington Real Estate Investment Trust","33.33","$2.28B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wre",
"WCN","Waste Connections, Inc.","74","$12.98B","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wcn",
"WM","Waste Management, Inc.","67.22","$29.86B","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wm",
"WAT","Waters Corporation","148.44","$12.01B","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wat",
"WSO","Watsco, Inc.","141.88","$5.03B","n/a","Consumer Durables","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wso",
"WSO.B","Watsco, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wso.b",
"WTS","Watts Water Technologies, Inc.","60.88","$2.08B","1986","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wts",
"W","Wayfair Inc.","39.48","$3.34B","2014","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/w",
"WCIC","WCI Communities, Inc.","18.15","$478.07M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/wcic",
"WFT","Weatherford International plc","5.69","$5.1B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/wft",
"WBS","Webster Financial Corporation","35.64","$3.27B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs",
"WBS^E","Webster Financial Corporation","26.59","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs^e",
"WEC","WEC Energy Group, Inc.","65.45","$20.66B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wec",
"WTW","Weight Watchers International Inc","11.43","$729.63M","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/wtw",
"WRI","Weingarten Realty Investors","42.3","$5.31B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wri",
"WMK","Weis Markets, Inc.","52.57","$1.41B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wmk",
"WCG","WellCare Health Plans, Inc.","107.94","$4.78B","2004","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/wcg",
"WFC","Wells Fargo & Company","48.12","$244.31B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfc",
"WFC.WS","Wells Fargo & Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc.ws",
"WFC^J","Wells Fargo & Company","27.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^j",
"WFC^L","Wells Fargo & Company","1327","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^l",
"WFC^N","Wells Fargo & Company","26.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^n",
"WFC^O","Wells Fargo & Company","26.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^o",
"WFC^P","Wells Fargo & Company","26.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^p",
"WFC^Q","Wells Fargo & Company","27.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^q",
"WFC^R","Wells Fargo & Company","30.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^r",
"WFC^T","Wells Fargo & Company","27.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^t",
"WFC^V","Wells Fargo & Company","27.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^v",
"WFC^W","Wells Fargo & Company","26.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^w",
"WFC^X","Wells Fargo & Company","26.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^x",
"WFE^A","Wells Fargo & Company","27.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfe^a",
"EOD","Wells Fargo Global Dividend Opportunity Fund","6.06","$292.26M","2007","n/a","n/a","http://www.nasdaq.com/symbol/eod",
"HCN","Welltower Inc.","78.75","$28.11B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcn",
"HCN^I","Welltower Inc.","70.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^i",
"HCN^J","Welltower Inc.","26.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^j",
"WAIR","Wesco Aircraft Holdings, Inc.","12.95","$1.28B","2011","Capital Goods","Wholesale Distributors","http://www.nasdaq.com/symbol/wair",
"WCC","WESCO International, Inc.","53.41","$2.25B","1999","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/wcc",
"WST","West Pharmaceutical Services, Inc.","77.5","$5.66B","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/wst",
"WR","Westar Energy, Inc.","56.13","$7.95B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wr",
"WAL","Western Alliance Bancorporation","34.46","$3.57B","2005","Finance","Major Banks","http://www.nasdaq.com/symbol/wal",
"WALA","Western Alliance Bancorporation","25.6","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/wala",
"WEA","Western Asset Bond Fund","13.63","$162.19M","2002","n/a","n/a","http://www.nasdaq.com/symbol/wea",
"TLI","Western Asset Corporate Loan Fund Inc","10.59","$105.22M","1998","n/a","n/a","http://www.nasdaq.com/symbol/tli",
"ESD","Western Asset Emerging Markets Debt Fund Inc","16.04","$493.94M","2003","n/a","n/a","http://www.nasdaq.com/symbol/esd",
"EMD","Western Asset Emerging Markets Income Fund, Inc","11.3","$323.52M","1992","n/a","n/a","http://www.nasdaq.com/symbol/emd",
"GDO","Western Asset Global Corporate Defined Opportunity Fund Inc.","17.47","$261.26M","2009","n/a","n/a","http://www.nasdaq.com/symbol/gdo",
"EHI","Western Asset Global High Income Fund Inc","9.79","$304.01M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ehi",
"GDF","Western Asset Global Partners Income Fund, Inc.","8.78","$136.85M","1993","n/a","n/a","http://www.nasdaq.com/symbol/gdf",
"HIX","Western Asset High Income Fund II Inc.","7.12","$613.77M","1998","n/a","n/a","http://www.nasdaq.com/symbol/hix",
"HIO","Western Asset High Income Opportunity Fund, Inc.","5.01","$419.28M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hio",
"HYI","Western Asset High Yield Defined Opportunity Fund Inc.","14.93","$340.16M","2010","n/a","n/a","http://www.nasdaq.com/symbol/hyi",
"IGI","Western Asset Investment Grade Defined Opportunity Trust Inc.","21.67","$233.67M","2009","n/a","n/a","http://www.nasdaq.com/symbol/igi",
"MHY","Western Asset Managed High Income Fund, Inc.","4.81","$227.05M","1993","n/a","n/a","http://www.nasdaq.com/symbol/mhy",
"MMU","Western Asset Managed Municipals Fund, Inc.","15.39","$659.82M","1992","n/a","n/a","http://www.nasdaq.com/symbol/mmu",
"WMC","Western Asset Mortgage Capital Corporation","9.89","$414.59M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wmc",
"DMO","Western Asset Mortgage Defined Opportunity Fund Inc","23.94","$249.36M","2010","n/a","n/a","http://www.nasdaq.com/symbol/dmo",
"MTT","Western Asset Municipal Defined Opportunity Trust Inc","24.07","$291.39M","2009","n/a","n/a","http://www.nasdaq.com/symbol/mtt",
"MHF","Western Asset Municipal High Income Fund, Inc.","8.0993","$174.95M","1988","n/a","n/a","http://www.nasdaq.com/symbol/mhf",
"MNP","Western Asset Municipal Partners Fund, Inc.","17.76","$172.61M","1993","n/a","n/a","http://www.nasdaq.com/symbol/mnp",
"GFY","Western Asset Variable Rate Strategic Fund Inc.","15.74","$73.48M","2004","n/a","n/a","http://www.nasdaq.com/symbol/gfy",
"SBW","Western Asset Worldwide Income Fund Inc.","11.43","$148.79M","1993","n/a","n/a","http://www.nasdaq.com/symbol/sbw",
"WIW","Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2","11.1589","$682.75M","2004","n/a","n/a","http://www.nasdaq.com/symbol/wiw",
"WIA","Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd","11.5","$335.26M","2003","n/a","n/a","http://www.nasdaq.com/symbol/wia",
"WGP","Western Gas Equity Partners, LP","37.48","$8.21B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wgp",
"WES","Western Gas Partners, LP","49.26","$7.01B","2008","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wes",
"WNRL","Western Refining Logistics, LP","23.88","$1.13B","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/wnrl",
"WNR","Western Refining, Inc.","20.08","$1.83B","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/wnr",
"WU","Western Union Company (The)","20.21","$9.93B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wu",
"WAB","Westinghouse Air Brake Technologies Corporation","66.25","$5.97B","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/wab",
"WLK","Westlake Chemical Corporation","45.43","$5.92B","2004","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wlk",
"WLKP","Westlake Chemical Partners LP","22.43","$606.95M","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wlkp",
"WMLP","Westmoreland Resource Partners, LP","5.7931","$33.22M","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/wmlp",
"WBK","Westpac Banking Corporation","22.88","$73.22B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/wbk",
"WRK","Westrock Company","42.84","$10.82B","2015","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/wrk",
"WHG","Westwood Holdings Group Inc","55.68","$487.75M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/whg",
"WEX","WEX Inc.","95.14","$3.68B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wex",
"WY","Weyerhaeuser Company","32.49","$24.27B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wy",
"WGL","WGL Holdings Inc","71.51","$3.6B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/wgl",
"WHR","Whirlpool Corporation","190.26","$14.45B","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/whr",
"WTM","White Mountains Insurance Group, Ltd.","821.45","$4.16B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/wtm",
"WSR","Whitestone REIT","15.85","$434.37M","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wsr",
"WWAV","Whitewave Foods Company (The)","55.41","$9.8B","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/wwav",
"WLL","Whiting Petroleum Corporation","7.77","$1.95B","2003","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wll",
"WG","Willbros Group, Inc.","2.22","$139.04M","1996","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/wg",
"WMB","Williams Companies, Inc. (The)","23.63","$17.73B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wmb",
"WPZ","Williams Partners LP","36.5","$22.04B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wpz",
"WSM","Williams-Sonoma, Inc.","54.08","$4.82B","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/wsm",
"WGO","Winnebago Industries, Inc.","22.84","$614.25M","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/wgo",
"FUR","Winthrop Realty Trust","8.74","$318.36M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fur",
"WIT","Wipro Limited","11.33","$27.54B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wit",
"WNS","WNS (Holdings) Limited","27.99","$1.42B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wns",
"WWW","Wolverine World Wide, Inc.","22.29","$2.22B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/www",
"WF","Woori Bank","27.37","$6.14B","2014","Finance","Commercial Banks","http://www.nasdaq.com/symbol/wf",
"WDAY","Workday, Inc.","80.03","$15.77B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/wday",
"WK","Workiva Inc.","13.85","$567.42M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/wk",
"INT","World Fuel Services Corporation","47.18","$3.34B","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/int",
"WPT","World Point Terminals, LP","16.11","$561.61M","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/wpt",
"WWE","World Wrestling Entertainment, Inc.","19.87","$1.51B","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/wwe",
"WOR","Worthington Industries, Inc.","43.54","$2.72B","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/wor",
"WPG","WP Glimcher Inc.","12.46","$2.31B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wpg",
"WPG^H","WP Glimcher Inc.","26.0101","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wpg^h",
"WPG^I","WP Glimcher Inc.","25.9101","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wpg^i",
